,Start date,Start station number,End station number,Bike model,Total duration (m),Start time,start_coordinates,end_coordinates,public_transport,cycling
471,20250131,1207,974,CLASSIC,8,2250,"51.51196803,-0.120718759","51.52334672,-0.120202614",20.0,7.0
472,20250131,200029,200097,CLASSIC,4,2248,"51.4768851,-0.215895601","51.48814438,-0.222456468",14.0,8.0
473,20250131,2696,300005,PBSC_EBIKE,25,2248,"51.50402794,-0.11386436","51.47729232,-0.16478637",41.0,25.0
474,20250131,200206,1123,CLASSIC,6,2248,"51.502698,-0.1167474","51.51760685,-0.121328408",16.0,11.0
475,20250131,200162,22178,CLASSIC,15,2248,"51.5142228,-0.055656","51.513757,-0.020467",18.0,13.0
476,20250131,1007,1222,CLASSIC,15,2248,"51.51477076,-0.12221963","51.528246,-0.10102611",30.0,10.0
477,20250131,200071,200155,CLASSIC,16,2248,"51.52959,-0.0801","51.541515,-0.038557746",36.0,17.0
478,20250131,2682,3435,CLASSIC,10,2248,"51.51431171,-0.200838199","51.49646288,-0.183289032",25.0,11.0
479,20250131,300239,996,CLASSIC,14,2248,"51.492807,-0.091938","51.50069491,-0.094524319",16.0,5.0
480,20250131,1143,3477,PBSC_EBIKE,8,2249,"51.50315739,-0.191496313","51.5147461,-0.1651640000000043",20.0,12.0
481,20250131,1052,200159,PBSC_EBIKE,18,2247,"51.51563144,-0.132328837","51.531864,-0.066035",39.0,26.0
482,20250131,3436,200116,CLASSIC,7,2247,"51.50136494,-0.191462381","51.48959104,-0.209378594",15.0,9.0
483,20250131,1154,1075,CLASSIC,18,2247,"51.49571828,-0.110889274","51.50311799,-0.153520935",24.0,14.0
484,20250131,2696,3495,CLASSIC,12,2247,"51.50402794,-0.11386436","51.51734403,-0.138072691",25.0,10.0
485,20250131,985,300237,CLASSIC,21,2247,"51.51882555,-0.108028472","51.5067252868,-0.0988072461627",20.0,8.0
486,20250131,1017,966,CLASSIC,3,2247,"51.49738251,-0.089446947","51.49443626,-0.092921165",6.0,2.0
487,20250131,200224,200215,CLASSIC,6,2247,"51.491093,-0.216493","51.48606206,-0.214428378",18.0,6.0
488,20250131,972,200246,CLASSIC,16,2247,"51.52554222,-0.138231303","51.53356,-0.09315",29.0,17.0
489,20250131,3487,300071,CLASSIC,11,2247,"51.50658458,-0.199004026","51.524309,-0.2012345999999922",15.0,9.0
490,20250131,1163,983,CLASSIC,13,2247,"51.51251523,-0.133201961","51.5262363,-0.134407652",19.0,8.0
491,20250131,1017,966,CLASSIC,3,2247,"51.49738251,-0.089446947","51.49443626,-0.092921165",6.0,2.0
492,20250131,3477,3423,PBSC_EBIKE,6,2247,"51.5147461,-0.1651640000000043","51.529857,-0.18348604",15.0,8.0
493,20250131,994,200147,PBSC_EBIKE,30,2247,"51.50064702,-0.078600401","51.514115,-0.033828",30.0,15.0
494,20250131,990,22170,CLASSIC,9,2247,"51.4907579,-0.106323685","51.488852,-0.105593",4.0,1.0
495,20250131,978,22169,CLASSIC,3,2246,"51.52341837,-0.124121774","51.524564,-0.116279",10.0,2.0
496,20250131,1081,300035,CLASSIC,3,2246,"51.53450449,-0.106992706","51.53546778,-0.11619105",9.0,3.0
497,20250131,200110,1182,CLASSIC,4,2246,"51.51616,-0.18697","51.50935342,-0.196422",9.0,5.0
498,20250131,1041,300101,CLASSIC,17,2246,"51.51552971,-0.190240716","51.496664,-0.223868",28.0,17.0
499,20250131,1158,200020,CLASSIC,23,2246,"51.50908747,-0.129697889","51.511088,-0.057159",32.0,20.0
500,20250131,960,300027,CLASSIC,20,2246,"51.50462759,-0.091773776","51.52059714,-0.032566533",35.0,25.0
501,20250131,1152,2698,CLASSIC,11,2246,"51.51475963,-0.148105415","51.524826,-0.176268",22.0,11.0
502,20250131,1163,983,CLASSIC,14,2246,"51.51251523,-0.133201961","51.5262363,-0.134407652",20.0,8.0
503,20250131,1152,979,CLASSIC,18,2246,"51.51475963,-0.148105415","51.53099181,-0.093903825",38.0,24.0
504,20250131,1163,983,CLASSIC,14,2246,"51.51251523,-0.133201961","51.5262363,-0.134407652",20.0,8.0
505,20250131,200197,200215,CLASSIC,4,2246,"51.49021762,-0.215087092","51.48606206,-0.214428378",10.0,3.0
506,20250131,1163,983,CLASSIC,14,2246,"51.51251523,-0.133201961","51.5262363,-0.134407652",20.0,8.0
507,20250131,1041,1134,CLASSIC,9,2247,"51.51552971,-0.190240716","51.49671237,-0.20528437",21.0,13.0
508,20250131,973,200020,CLASSIC,9,2245,"51.52364804,-0.074754872","51.511088,-0.057159",14.0,9.0
509,20250131,967,979,CLASSIC,8,2245,"51.52174785,-0.094475072","51.53099181,-0.093903825",19.0,5.0
510,20250131,1064,300024,PBSC_EBIKE,6,2245,"51.525615,-0.0885326000000077","51.53658514,-0.075885686",15.0,8.0
511,20250131,1171,200020,CLASSIC,3,2245,"51.518154,-0.062697","51.511088,-0.057159",14.0,4.0
512,20250131,967,979,CLASSIC,8,2245,"51.52174785,-0.094475072","51.53099181,-0.093903825",19.0,5.0
513,20250131,2696,3434,PBSC_EBIKE,24,2246,"51.50402794,-0.11386436","51.48947903,-0.115156562",18.0,9.0
514,20250131,300026,1027,PBSC_EBIKE,7,2246,"51.5190427,-0.204764421","51.52334476,-0.183846408",30.0,11.0
515,20250131,1133,200137,CLASSIC,10,2246,"51.50144456,-0.110699309","51.477839,-0.116493",22.0,13.0
516,20250131,960,200048,CLASSIC,33,2244,"51.50462759,-0.091773776","51.493978,-0.127554",26.0,13.0
517,20250131,1160,300005,PBSC_EBIKE,16,2244,"51.50810309,-0.12602103","51.47729232,-0.16478637",38.0,23.0
518,20250131,1071,1142,CLASSIC,6,2244,"51.50950627,-0.075459482","51.5034938,-0.07962099",13.0,6.0
519,20250131,200073,200167,CLASSIC,5,2244,"51.522561,-0.054883","51.530326,-0.042744",16.0,5.0
520,20250131,1161,22174,CLASSIC,5,2245,"51.518908,-0.079249","51.525645,-0.069543",15.0,5.0
521,20250131,984,22170,CLASSIC,17,2245,"51.51707521,-0.086685542","51.488852,-0.105593",25.0,17.0
522,20250131,200183,200176,CLASSIC,7,2243,"51.4795017,-0.141770709","51.47053858,-0.163041605",13.0,12.0
523,20250131,3468,3476,CLASSIC,15,2243,"51.52659961,-0.112432615","51.51681444,-0.151926305",34.0,13.0
524,20250131,3483,1064,CLASSIC,11,2243,"51.51838043,-0.073438925","51.525615,-0.0885326000000077",20.0,7.0
525,20250131,3483,1064,CLASSIC,10,2243,"51.51838043,-0.073438925","51.525615,-0.0885326000000077",20.0,7.0
526,20250131,3427,200248,CLASSIC,9,2243,"51.52953709,-0.083353323","51.53213,-0.08299",4.0,1.0
527,20250131,3483,1064,CLASSIC,11,2243,"51.51838043,-0.073438925","51.525615,-0.0885326000000077",20.0,7.0
528,20250131,3431,3477,CLASSIC,9,2243,"51.5099923,-0.143495266","51.5147461,-0.1651640000000043",23.0,10.0
529,20250131,300008,300001,CLASSIC,8,2243,"51.48438657,-0.20481514","51.473611,-0.191803",13.0,7.0
530,20250131,1161,1189,PBSC_EBIKE,12,2243,"51.518908,-0.079249","51.49907558,-0.085666316",25.0,16.0
531,20250131,1000,965,CLASSIC,7,2242,"51.48591714,-0.124469948","51.49211134,-0.138364847",,
532,20250131,300037,200029,PBSC_EBIKE,9,2242,"51.49422354,-0.236769936","51.4768851,-0.215895601",18.0,13.0
533,20250131,200186,200120,CLASSIC,2,2242,"51.46193072,-0.180791784","51.46489445,-0.17302926",11.0,2.0
534,20250131,1229,200178,CLASSIC,17,2242,"51.516226,-0.124826","51.49886563,-0.137424571",30.0,12.0
535,20250131,3489,1178,PBSC_EBIKE,12,2242,"51.5136846,-0.135580879","51.515607,-0.183118788",32.0,17.0
536,20250131,1163,200159,PBSC_EBIKE,20,2242,"51.51251523,-0.133201961","51.531864,-0.066035",41.0,25.0
537,20250131,1062,2667,CLASSIC,11,2242,"51.51423368,-0.073537654","51.500845,-0.074704305",18.0,6.0
538,20250131,3436,200214,CLASSIC,7,2242,"51.50136494,-0.191462381","51.50403821,-0.217400093",14.0,9.0
539,20250131,3483,1064,CLASSIC,11,2242,"51.51838043,-0.073438925","51.525615,-0.0885326000000077",20.0,7.0
540,20250131,300052,300043,CLASSIC,2,2243,"51.475089,-0.201968","51.47893931,-0.208485293",11.0,3.0
541,20250131,200086,300236,CLASSIC,8,2241,"51.51244,-0.19096","51.5212,-0.208888173",18.0,9.0
542,20250131,1064,200165,CLASSIC,6,2241,"51.525615,-0.0885326000000077","51.528222,-0.069743",15.0,6.0
543,20250131,1107,300008,CLASSIC,8,2241,"51.49418566,-0.18267094","51.48438657,-0.20481514",15.0,8.0
544,20250131,300083,22174,CLASSIC,15,2241,"51.50630441,-0.087262995","51.525645,-0.069543",23.0,13.0
545,20250131,200035,200172,CLASSIC,2,2241,"51.510101,-0.211358","51.50748124,-0.205535908",9.0,2.0
546,20250131,300086,300001,PBSC_EBIKE,2,2241,"51.47993289,-0.19411695","51.473611,-0.191803",7.0,3.0
547,20250131,1100,200072,PBSC_EBIKE,10,2241,"51.512582,-0.1150572999999894","51.514449,-0.077178979",27.0,13.0
548,20250131,200250,300049,CLASSIC,3,2241,"51.520893,-0.051394","51.51563007,-0.049067243",12.0,2.0
549,20250131,200105,200026,CLASSIC,1,2241,"51.541603,-0.138853","51.539099,-0.141728",6.0,2.0
550,20250131,200172,1214,CLASSIC,7,2241,"51.50748124,-0.205535908","51.49815779,-0.209494128",17.0,6.0
551,20250131,200042,200174,CLASSIC,15,2242,"51.528936,-0.055894","51.530535,-0.025492",23.0,9.0
552,20250131,3450,2686,CLASSIC,12,2240,"51.52025302,-0.141327271","51.536264,-0.133952",27.0,11.0
553,20250131,200198,3461,CLASSIC,22,2240,"51.520331,-0.163667","51.4931848,-0.167894973",30.0,16.0
554,20250131,300236,200136,PBSC_EBIKE,6,2240,"51.5212,-0.208888173","51.514767,-0.225787",19.0,7.0
555,20250131,200105,1145,CLASSIC,14,2240,"51.541603,-0.138853","51.51615,-0.1284176999999999",21.0,15.0
556,20250131,3504,300015,PBSC_EBIKE,16,2240,"51.51352755,-0.130110822","51.47250956,-0.122831913",29.0,25.0
557,20250131,300234,200230,CLASSIC,14,2240,"51.541793,-0.00481","51.525501,-0.032267204",15.0,14.0
558,20250131,1071,2667,CLASSIC,9,2241,"51.50950627,-0.075459482","51.500845,-0.074704305",18.0,6.0
559,20250131,1229,3448,PBSC_EBIKE,11,2241,"51.516226,-0.124826","51.50069361,-0.102091246",34.0,13.0
560,20250131,1163,300235,PBSC_EBIKE,16,2239,"51.51251523,-0.133201961","51.541596,-0.12544145",32.0,16.0
561,20250131,200064,300011,CLASSIC,3,2239,"51.535678,-0.062546","51.53642464,-0.054162264",11.0,3.0
562,20250131,978,1090,CLASSIC,12,2239,"51.52341837,-0.124121774","51.52443845,-0.138019439",16.0,5.0
563,20250131,2690,300031,CLASSIC,4,2239,"51.530344,-0.100168","51.53638435,-0.102757578",12.0,3.0
564,20250131,200029,200097,CLASSIC,4,2240,"51.4768851,-0.215895601","51.48814438,-0.222456468",9.0,8.0
565,20250131,1209,300061,CLASSIC,3,2238,"51.50082346,-0.089740764","51.495598,-0.078893",10.0,5.0
566,20250131,300212,300241,CLASSIC,3,2238,"51.5301998755,-0.122299440803","51.5372406,-0.1248074000000087",13.0,4.0
567,20250131,22176,1045,CLASSIC,9,2238,"51.506946,-0.058681","51.51340693,-0.076793375",22.0,7.0
568,20250131,22171,200250,CLASSIC,21,2238,"51.51824,-0.11655","51.520893,-0.051394",29.0,18.0
569,20250131,3506,3467,CLASSIC,23,2239,"51.50686435,-0.150666888","51.5097860151,-0.0681619805156",50.0,28.0
570,20250131,200169,1170,CLASSIC,14,2239,"51.46718562,-0.152248582","51.49481649,-0.13045856",27.0,21.0
571,20250131,22172,1171,CLASSIC,18,2237,"51.528828,-0.013258","51.518154,-0.062697",21.0,14.0
572,20250131,1201,200132,PBSC_EBIKE,9,2237,"51.51444134,-0.087587447","51.49605,-0.104193",24.0,12.0
573,20250131,960,1189,CLASSIC,5,2237,"51.50462759,-0.091773776","51.49907558,-0.085666316",16.0,4.0
574,20250131,1104,200070,CLASSIC,19,2237,"51.53166681,-0.109914711","51.539957,-0.145246",25.0,16.0
575,20250131,200026,1161,CLASSIC,22,2237,"51.539099,-0.141728","51.518908,-0.079249",35.0,24.0
576,20250131,973,1102,CLASSIC,10,2237,"51.52364804,-0.074754872","51.51236389,-0.06954201",18.0,7.0
577,20250131,200029,200097,CLASSIC,6,2237,"51.4768851,-0.215895601","51.48814438,-0.222456468",9.0,8.0
578,20250131,300234,200123,CLASSIC,17,2237,"51.541793,-0.00481","51.516196,-0.029138",23.0,16.0
579,20250131,200097,200116,CLASSIC,3,2238,"51.48814438,-0.222456468","51.48959104,-0.209378594",23.0,4.0
580,20250131,200251,300039,CLASSIC,5,2236,"51.527058,-0.025296","51.53603947,-0.026262677",17.0,6.0
581,20250131,972,1005,CLASSIC,2,2236,"51.52554222,-0.138231303","51.53300545,-0.136792671",11.0,4.0
582,20250131,2637,3467,CLASSIC,11,2236,"51.49785559,-0.081608045","51.5097860151,-0.0681619805156",20.0,7.0
583,20250131,1092,960,CLASSIC,19,2236,"51.51906932,-0.088285377","51.50462759,-0.091773776",18.0,9.0
584,20250131,300033,300042,PBSC_EBIKE,1,2235,"51.46071722,-0.216526155","51.45971528,-0.212145939",4.0,3.0
585,20250131,1095,300239,CLASSIC,11,2235,"51.49874469,-0.103132904","51.492807,-0.091938",16.0,4.0
586,20250131,3452,2694,CLASSIC,32,2235,"51.50963938,-0.131510949","51.461388,-0.13922146",33.0,30.0
587,20250131,300081,200014,CLASSIC,13,2236,"51.53932857,-0.074284675","51.535179,-0.03338",36.0,14.0
588,20250131,1103,300054,PBSC_EBIKE,17,2234,"51.49096258,-0.139625122","51.47569809,-0.20587627",38.0,21.0
589,20250131,200120,200126,CLASSIC,5,2234,"51.46489445,-0.17302926","51.46348914,-0.182126248",13.0,4.0
590,20250131,300246,1213,CLASSIC,11,2234,"51.50621,-0.114842","51.50227992,-0.074189225",26.0,20.0
591,20250131,200197,200215,CLASSIC,3,2234,"51.49021762,-0.215087092","51.48606206,-0.214428378",10.0,3.0
592,20250131,985,1082,CLASSIC,16,2234,"51.51882555,-0.108028472","51.49889832,-0.100440521",23.0,10.0
593,20250131,200197,200215,CLASSIC,2,2234,"51.49021762,-0.215087092","51.48606206,-0.214428378",10.0,3.0
594,20250131,1151,22177,PBSC_EBIKE,16,2234,"51.50654321,-0.123179697","51.513074,-0.064094",29.0,17.0
595,20250131,966,300252,CLASSIC,13,2234,"51.49443626,-0.092921165","51.498439,-0.049150215",25.0,17.0
596,20250131,300214,2696,CLASSIC,6,2234,"51.505461,-0.10454093","51.50402794,-0.11386436",12.0,4.0
597,20250131,966,1200,CLASSIC,5,2235,"51.49443626,-0.092921165","51.49652013,-0.101384068",11.0,3.0
598,20250131,1016,200017,PBSC_EBIKE,7,2233,"51.513735,-0.193487","51.511654,-0.179668",14.0,5.0
599,20250131,200084,960,CLASSIC,31,2233,"51.48692917,-0.102996299","51.50462759,-0.091773776",24.0,13.0
600,20250131,1068,200174,PBSC_EBIKE,12,2233,"51.52111369,-0.078869751","51.530535,-0.025492",31.0,18.0
601,20250131,22172,1171,CLASSIC,22,2233,"51.528828,-0.013258","51.518154,-0.062697",22.0,14.0
602,20250131,200002,200250,PBSC_EBIKE,4,2233,"51.515975,-0.053177","51.520893,-0.051394",10.0,2.0
603,20250131,300246,200049,CLASSIC,19,2233,"51.50621,-0.114842","51.505697,-0.070542",38.0,17.0
604,20250131,300246,200049,CLASSIC,19,2233,"51.50621,-0.114842","51.505697,-0.070542",38.0,17.0
605,20250131,200215,2694,PBSC_EBIKE,20,2233,"51.48606206,-0.214428378","51.461388,-0.13922146",45.0,31.0
606,20250131,200064,200041,CLASSIC,14,2233,"51.535678,-0.062546","51.528224,-0.037471",18.0,9.0
607,20250131,200032,300249,PBSC_EBIKE,33,2233,"51.483145,-0.113134","51.501513,-0.12382322",21.0,12.0
608,20250131,300246,200049,CLASSIC,19,2233,"51.50621,-0.114842","51.505697,-0.070542",38.0,17.0
609,20250131,300074,22171,CLASSIC,3,2233,"51.51612862,-0.120909408","51.51824,-0.11655",7.0,3.0
610,20250131,1016,200017,CLASSIC,7,2234,"51.513735,-0.193487","51.511654,-0.179668",14.0,5.0
611,20250131,976,200122,PBSC_EBIKE,7,2232,"51.52559505,-0.144083893","51.54100708,-0.14326094",19.0,7.0
612,20250131,300015,200211,CLASSIC,4,2232,"51.47250956,-0.122831913","51.472993,-0.133972",10.0,4.0
613,20250131,1228,3494,PBSC_EBIKE,10,2232,"51.51070161,-0.121723604","51.51918144,-0.140485596",28.0,9.0
614,20250131,1090,300071,CLASSIC,22,2232,"51.52443845,-0.138019439","51.524309,-0.2012345999999922",22.0,24.0
615,20250131,2587,1043,CLASSIC,5,2232,"51.51615461,-0.082422399","51.51782144,-0.096496865",11.0,4.0
616,20250131,200151,200159,PBSC_EBIKE,3,2232,"51.531091,-0.075901","51.531864,-0.066035",11.0,3.0
617,20250131,1219,963,CLASSIC,5,2232,"51.5001394,-0.1139359999999953","51.50581776,-0.100186337",21.0,5.0
618,20250131,1027,2693,CLASSIC,8,2233,"51.52334476,-0.183846408","51.51809,-0.163609",18.0,8.0
619,20250131,200032,300249,PBSC_EBIKE,34,2233,"51.483145,-0.113134","51.501513,-0.12382322",21.0,12.0
620,20250131,1036,200198,PBSC_EBIKE,2,2233,"51.52026,-0.157183945","51.520331,-0.163667",8.0,2.0
621,20250131,959,2696,CLASSIC,3,2231,"51.50724437,-0.106237501","51.50402794,-0.11386436",7.0,2.0
622,20250131,300214,300207,CLASSIC,20,2231,"51.505461,-0.10454093","51.464995,-0.13090885",29.0,23.0
623,20250131,200008,200198,CLASSIC,7,2231,"51.516204,-0.155525","51.520331,-0.163667",17.0,4.0
624,20250131,300253,300062,PBSC_EBIKE,7,2231,"51.497995,-0.063471392","51.488067,-0.057774596",15.0,5.0
625,20250131,200012,200102,CLASSIC,3,2231,"51.521889,-0.04667","51.521564,-0.039264",7.0,2.0
626,20250131,200238,300056,PBSC_EBIKE,6,2231,"51.509303,-0.025996","51.51854104,-0.034903714",21.0,6.0
627,20250131,200091,300003,PBSC_EBIKE,6,2231,"51.46086446,-0.187427294","51.47625965,-0.193254007",13.0,7.0
628,20250131,200060,1107,CLASSIC,5,2230,"51.487196,-0.179369","51.49418566,-0.18267094",18.0,3.0
629,20250131,1121,300028,CLASSIC,14,2230,"51.49586666,-0.191933711","51.48335692,-0.216305546",18.0,13.0
630,20250131,1120,300045,PBSC_EBIKE,35,2230,"51.51213691,-0.201554966","51.47439218,-0.163347594",39.0,22.0
631,20250131,300248,200188,PBSC_EBIKE,14,2230,"51.4811219398,-0.149035374873","51.45475251,-0.195197203",28.0,21.0
632,20250131,200193,2679,CLASSIC,8,2230,"51.50215353,-0.083632928","51.498585,-0.068981764",12.0,5.0
633,20250131,1013,1102,PBSC_EBIKE,20,2230,"51.53005939,-0.120973687","51.51236389,-0.06954201",33.0,23.0
634,20250131,200193,2679,CLASSIC,8,2230,"51.50215353,-0.083632928","51.498585,-0.068981764",12.0,5.0
635,20250131,1207,3498,CLASSIC,8,2230,"51.51196803,-0.120718759","51.49612799,-0.106000855",20.0,12.0
636,20250131,968,22166,CLASSIC,30,2229,"51.497998,-0.14296064","51.51328,-0.047784",42.0,29.0
637,20250131,200096,300248,CLASSIC,16,2229,"51.506613,-0.142844","51.4811219398,-0.149035374873",26.0,15.0
638,20250131,200106,200191,CLASSIC,18,2229,"51.45922541,-0.180884959","51.45787019,-0.174691623",6.0,3.0
639,20250131,200096,1150,PBSC_EBIKE,12,2229,"51.506613,-0.142844","51.51031,-0.18740235",25.0,15.0
640,20250131,200042,200155,CLASSIC,6,2229,"51.528936,-0.055894","51.541515,-0.038557746",18.0,7.0
641,20250131,300031,200033,CLASSIC,30,2229,"51.53638435,-0.102757578","51.515256,-0.058641",34.0,19.0
642,20250131,997,3433,CLASSIC,11,2228,"51.521668,-0.079608554","51.52486887,-0.099489485",21.0,7.0
643,20250131,22169,3500,CLASSIC,10,2228,"51.524564,-0.116279","51.52702563,-0.088542771",24.0,13.0
644,20250131,200183,300080,CLASSIC,6,2228,"51.4795017,-0.141770709","51.4710956,-0.157850096",13.0,10.0
645,20250131,1060,1010,CLASSIC,12,2228,"51.53219984,-0.105480698","51.52635795,-0.125979294",13.0,8.0
646,20250131,22171,200016,CLASSIC,20,2228,"51.51824,-0.11655","51.542138,-0.145393",29.0,14.0
647,20250131,200183,300080,CLASSIC,5,2228,"51.4795017,-0.141770709","51.4710956,-0.157850096",13.0,10.0
648,20250131,300020,1116,CLASSIC,6,2228,"51.49087074,-0.206029743","51.49536226,-0.185296516",16.0,10.0
649,20250131,22180,1170,CLASSIC,18,2228,"51.51397065,-0.09294031","51.49481649,-0.13045856",30.0,17.0
650,20250131,997,3433,CLASSIC,10,2228,"51.521668,-0.079608554","51.52486887,-0.099489485",21.0,7.0
651,20250131,10624,1142,CLASSIC,9,2227,"51.493146,-0.099828","51.5034938,-0.07962099",18.0,10.0
652,20250131,200081,200059,CLASSIC,15,2227,"51.4835707,-0.2020387000000028","51.48810829,-0.22660621",18.0,10.0
653,20250131,200110,1107,PBSC_EBIKE,12,2227,"51.51616,-0.18697","51.49418566,-0.18267094",21.0,10.0
654,20250131,200081,200059,CLASSIC,15,2227,"51.4835707,-0.2020387000000028","51.48810829,-0.22660621",18.0,10.0
655,20250131,300216,200210,CLASSIC,10,2227,"51.477966,-0.14785703","51.47768469,-0.170329317",22.0,7.0
656,20250131,200216,200039,CLASSIC,19,2228,"51.4954,-0.061698585","51.495656,-0.114605",33.0,18.0
657,20250131,300074,200131,CLASSIC,23,2226,"51.51612862,-0.120909408","51.528692,-0.059091",28.0,25.0
658,20250131,200120,200219,CLASSIC,8,2226,"51.46489445,-0.17302926","51.46067005,-0.198735357",23.0,8.0
659,20250131,200161,300056,CLASSIC,19,2226,"51.525941,-0.036017","51.51854104,-0.034903714",11.0,5.0
660,20250131,993,1093,CLASSIC,27,2226,"51.527326,-0.13605286","51.48894022,-0.111435796",35.0,24.0
661,20250131,2691,22179,CLASSIC,19,2226,"51.520994,-0.139016","51.499917,-0.174554",38.0,18.0
662,20250131,3424,200195,CLASSIC,12,2226,"51.51811784,-0.144228881","51.538792,-0.138535",25.0,16.0
663,20250131,200041,1077,PBSC_EBIKE,11,2226,"51.528224,-0.037471","51.518675,-0.06111",15.0,8.0
664,20250131,200068,1213,CLASSIC,14,2226,"51.509943,-0.117619","51.50227992,-0.074189225",37.0,16.0
665,20250131,200120,200219,CLASSIC,7,2226,"51.46489445,-0.17302926","51.46067005,-0.198735357",23.0,8.0
666,20250131,200185,300204,CLASSIC,5,2226,"51.46239255,-0.16829214","51.461376,-0.14780467",11.0,8.0
667,20250131,200137,200032,CLASSIC,4,2226,"51.477839,-0.116493","51.483145,-0.113134",7.0,4.0
668,20250131,1092,1082,CLASSIC,20,2226,"51.51906932,-0.088285377","51.49889832,-0.100440521",24.0,11.0
669,20250131,200066,200054,PBSC_EBIKE,7,2226,"51.505772,-0.016460175","51.493381,-0.007542",20.0,9.0
670,20250131,300018,200197,CLASSIC,2,2226,"51.48728535,-0.217995921","51.49021762,-0.215087092",8.0,2.0
671,20250131,1153,1070,PBSC_EBIKE,27,2226,"51.50777049,-0.130699733","51.49506109,-0.085814489",28.0,18.0
672,20250131,1207,22163,CLASSIC,8,2226,"51.51196803,-0.120718759","51.504044,-0.104778",16.0,8.0
673,20250131,1031,1080,PBSC_EBIKE,5,2227,"51.507131,-0.06691","51.51048489,-0.082989638",15.0,6.0
674,20250131,300209,200173,CLASSIC,7,2225,"51.4765900593,-0.118256789081","51.4729184,-0.132102704",21.0,6.0
675,20250131,200241,22174,CLASSIC,9,2225,"51.53341,-0.049591815","51.525645,-0.069543",21.0,7.0
676,20250131,300242,22164,CLASSIC,4,2225,"51.496863,-0.1429434","51.49456127,-0.15393398",17.0,5.0
677,20250131,1028,1030,CLASSIC,23,2225,"51.50946212,-0.124749274","51.52644828,-0.172190727",34.0,22.0
678,20250131,1195,2680,PBSC_EBIKE,15,2225,"51.488226,-0.135635511","51.5173721,-0.1642075",35.0,19.0
679,20250131,200137,200032,CLASSIC,5,2225,"51.477839,-0.116493","51.483145,-0.113134",7.0,4.0
680,20250131,200070,1035,CLASSIC,16,2224,"51.539957,-0.145246","51.522511,-0.162298",22.0,12.0
681,20250131,200099,200232,CLASSIC,4,2224,"51.503083,-0.017676","51.499286,-0.009152",17.0,8.0
682,20250131,200031,200054,CLASSIC,4,2224,"51.49447,-0.014409","51.493381,-0.007542",14.0,3.0
683,20250131,300242,22164,CLASSIC,5,2224,"51.496863,-0.1429434","51.49456127,-0.15393398",17.0,5.0
684,20250131,1071,200256,CLASSIC,8,2224,"51.50950627,-0.075459482","51.511066,-0.053558",14.0,6.0
685,20250131,22158,200060,CLASSIC,6,2225,"51.496468,-0.17379696","51.487196,-0.179369",,
686,20250131,300042,2694,CLASSIC,18,2225,"51.45971528,-0.212145939","51.461388,-0.13922146",26.0,24.0
687,20250131,200151,200248,CLASSIC,3,2223,"51.531091,-0.075901","51.53213,-0.08299",7.0,2.0
688,20250131,1077,200213,CLASSIC,4,2223,"51.518675,-0.06111","51.52868155,-0.065550321",15.0,5.0
689,20250131,1106,3479,CLASSIC,17,2223,"51.48997562,-0.132845681","51.49094565,-0.181190899",21.0,15.0
690,20250131,1126,3450,CLASSIC,9,2223,"51.5129118,-0.153645496","51.52025302,-0.141327271",21.0,6.0
691,20250131,1220,300091,CLASSIC,12,2223,"51.49942855,-0.179702476","51.48176572,-0.185273723",30.0,8.0
692,20250131,3504,300229,CLASSIC,21,2223,"51.51352755,-0.130110822","51.469202,-0.11902256",35.0,25.0
693,20250131,3479,200029,CLASSIC,15,2223,"51.49094565,-0.181190899","51.4768851,-0.215895601",16.0,12.0
694,20250131,22167,200054,CLASSIC,5,2223,"51.496137,-0.019355","51.493381,-0.007542",17.0,4.0
695,20250131,2686,200134,CLASSIC,6,2224,"51.536264,-0.133952","51.528302,-0.144466",19.0,6.0
696,20250131,1163,1038,CLASSIC,17,2222,"51.51251523,-0.133201961","51.53301907,-0.139174593",23.0,9.0
697,20250131,200041,300039,CLASSIC,5,2222,"51.528224,-0.037471","51.53603947,-0.026262677",14.0,6.0
698,20250131,200191,1095,CLASSIC,27,2222,"51.45787019,-0.174691623","51.49874469,-0.103132904",43.0,32.0
699,20250131,1053,22170,PBSC_EBIKE,20,2222,"51.52326004,-0.104708922","51.488852,-0.105593",36.0,19.0
700,20250131,3462,200222,CLASSIC,4,2222,"51.490083,-0.162418","51.48256792,-0.172078187",9.0,5.0
701,20250131,1160,1191,PBSC_EBIKE,26,2222,"51.50810309,-0.12602103","51.52004497,-0.092176447",31.0,13.0
702,20250131,200176,200199,CLASSIC,4,2222,"51.47053858,-0.163041605","51.47047503,-0.152130083",24.0,6.0
703,20250131,22164,1172,CLASSIC,7,2222,"51.49456127,-0.15393398","51.49247977,-0.178433004",18.0,8.0
704,20250131,3429,300032,CLASSIC,41,2222,"51.4981256,-0.1321021999999914","51.495898,-0.173009",19.0,17.0
705,20250131,1087,1170,CLASSIC,5,2222,"51.49320445,-0.144132875","51.49481649,-0.13045856",20.0,5.0
706,20250131,3452,200173,CLASSIC,24,2222,"51.50963938,-0.131510949","51.4729184,-0.132102704",36.0,25.0
707,20250131,1220,1150,PBSC_EBIKE,6,2221,"51.49942855,-0.179702476","51.51031,-0.18740235",15.0,6.0
708,20250131,2667,22169,CLASSIC,18,2221,"51.500845,-0.074704305","51.524564,-0.116279",45.0,20.0
