,Start date,Start station number,End station number,Bike model,Total duration (m),Start time,start_coordinates,end_coordinates,public_transport,cycling
234,20250131,200136,1137,CLASSIC,43,2324,"51.514767,-0.225787","51.49859784,-0.096191134",46.0,49.0
235,20250131,1187,1180,CLASSIC,18,2322,"51.5272947,-0.174653609","51.490959,-0.1532331",38.0,21.0
236,20250131,2662,2696,CLASSIC,6,2322,"51.49782999,-0.135440826","51.50402794,-0.11386436",9.0,8.0
237,20250131,989,200213,PBSC_EBIKE,12,2322,"51.53089041,-0.089782579","51.52868155,-0.065550321",29.0,10.0
238,20250131,1062,1105,CLASSIC,2,2322,"51.51423368,-0.073537654","51.51492456,-0.066078037",8.0,3.0
239,20250131,1052,989,PBSC_EBIKE,13,2323,"51.51563144,-0.132328837","51.53089041,-0.089782579",36.0,21.0
240,20250131,1012,1131,CLASSIC,10,2321,"51.52128377,-0.084605692","51.53266186,-0.099981142",19.0,10.0
241,20250131,3451,1151,PBSC_EBIKE,7,2321,"51.5118973,-0.137043852","51.50654321,-0.123179697",16.0,5.0
242,20250131,300232,1137,CLASSIC,19,2321,"51.4813354746,-0.138212295869","51.49859784,-0.096191134",25.0,20.0
243,20250131,300232,1137,CLASSIC,19,2321,"51.4813354746,-0.138212295869","51.49859784,-0.096191134",25.0,20.0
244,20250131,3504,1150,CLASSIC,31,2320,"51.51352755,-0.130110822","51.51031,-0.18740235",25.0,21.0
245,20250131,200193,200112,CLASSIC,41,2320,"51.50215353,-0.083632928","51.54211855,-0.028941601",49.0,35.0
246,20250131,3504,1150,CLASSIC,31,2320,"51.51352755,-0.130110822","51.51031,-0.18740235",25.0,21.0
247,20250131,1124,300005,CLASSIC,6,2320,"51.49121192,-0.173715911","51.47729232,-0.16478637",18.0,6.0
248,20250131,300203,3477,CLASSIC,15,2320,"51.527068,-0.13186102","51.5147461,-0.1651640000000043",21.0,15.0
249,20250131,1210,300051,CLASSIC,18,2320,"51.49334336,-0.194757949","51.46517078,-0.18038939",21.0,22.0
250,20250131,300032,1002,CLASSIC,1,2320,"51.495898,-0.173009","51.49705603,-0.168917077",5.0,1.0
251,20250131,1011,22177,CLASSIC,25,2321,"51.529416,-0.1239443999999991","51.513074,-0.064094",35.0,22.0
252,20250131,3465,3487,PBSC_EBIKE,14,2319,"51.49395092,-0.147624377","51.50658458,-0.199004026",33.0,17.0
253,20250131,1098,200033,CLASSIC,14,2319,"51.50930161,-0.084985356","51.515256,-0.058641",27.0,9.0
254,20250131,300031,1171,CLASSIC,17,2319,"51.53638435,-0.102757578","51.518154,-0.062697",29.0,17.0
255,20250131,300031,1171,CLASSIC,17,2319,"51.53638435,-0.102757578","51.518154,-0.062697",29.0,17.0
256,20250131,1094,1134,CLASSIC,3,2319,"51.50039792,-0.193068385","51.49671237,-0.20528437",9.0,6.0
257,20250131,3458,1203,PBSC_EBIKE,14,2318,"51.50663341,-0.131773845","51.51641749,-0.179135079",30.0,18.0
258,20250131,22178,1062,CLASSIC,20,2318,"51.513757,-0.020467","51.51423368,-0.073537654",28.0,18.0
259,20250131,300093,1112,CLASSIC,12,2318,"51.50542628,-0.150817316","51.5165179,-0.164393768",13.0,7.0
260,20250131,3489,3451,CLASSIC,1,2318,"51.5136846,-0.135580879","51.5118973,-0.137043852",5.0,1.0
261,20250131,1129,300024,PBSC_EBIKE,7,2318,"51.520009,-0.083935724","51.53658514,-0.075885686",20.0,9.0
262,20250131,1161,300083,PBSC_EBIKE,5,2318,"51.518908,-0.079249","51.50630441,-0.087262995",17.0,9.0
263,20250131,1080,200151,CLASSIC,14,2319,"51.51048489,-0.082989638","51.531091,-0.075901",23.0,16.0
264,20250131,200115,300083,CLASSIC,39,2317,"51.5128711,-0.0389866","51.50630441,-0.087262995",28.0,16.0
265,20250131,200115,300083,CLASSIC,39,2317,"51.5128711,-0.0389866","51.50630441,-0.087262995",28.0,16.0
266,20250131,3441,300205,PBSC_EBIKE,20,2317,"51.50472376,-0.192538767","51.528279,-0.11955857",39.0,29.0
267,20250131,1064,200246,CLASSIC,4,2318,"51.525615,-0.0885326000000077","51.53356,-0.09315",13.0,4.0
268,20250131,1037,1178,CLASSIC,8,2316,"51.5100172,-0.157275636","51.515607,-0.183118788",17.0,8.0
269,20250131,200238,200027,PBSC_EBIKE,9,2316,"51.509303,-0.025996","51.532513,-0.033085",24.0,16.0
270,20250131,2660,3481,PBSC_EBIKE,19,2316,"51.51310333,-0.13121385","51.49148474,-0.090220911",34.0,21.0
271,20250131,2660,200056,CLASSIC,15,2316,"51.51310333,-0.13121385","51.488124,-0.120903",34.0,15.0
272,20250131,300243,200147,CLASSIC,31,2316,"51.5346677396,-0.125078652873","51.514115,-0.033828",44.0,34.0
273,20250131,200045,200047,CLASSIC,7,2316,"51.508447,-0.055167","51.52568,-0.055312",28.0,8.0
274,20250131,200230,200011,CLASSIC,5,2316,"51.525501,-0.032267204","51.519265,-0.021345",11.0,6.0
275,20250131,997,3427,CLASSIC,6,2316,"51.521668,-0.079608554","51.52953709,-0.083353323",15.0,4.0
276,20250131,200113,300055,CLASSIC,31,2316,"51.46108367,-0.191722864","51.47311696,-0.137235175",25.0,17.0
277,20250131,200196,300065,CLASSIC,6,2316,"51.47084722,-0.17070367","51.46134382,-0.159322467",13.0,6.0
278,20250131,2666,2662,PBSC_EBIKE,3,2316,"51.49675303,-0.138733562","51.49782999,-0.135440826",6.0,2.0
279,20250131,1183,1033,PBSC_EBIKE,24,2315,"51.49016361,-0.19039362","51.52058381,-0.154701411",35.0,21.0
280,20250131,1009,22169,CLASSIC,9,2315,"51.52505093,-0.131161087","51.524564,-0.116279",20.0,5.0
281,20250131,10624,1093,CLASSIC,21,2315,"51.493146,-0.099828","51.48894022,-0.111435796",9.0,6.0
282,20250131,1075,200017,CLASSIC,75,2315,"51.50311799,-0.153520935","51.511654,-0.179668",21.0,10.0
283,20250131,1183,1033,CLASSIC,24,2315,"51.49016361,-0.19039362","51.52058381,-0.154701411",35.0,21.0
284,20250131,300249,200137,PBSC_EBIKE,14,2315,"51.501513,-0.12382322","51.477839,-0.116493",28.0,15.0
285,20250131,300058,300070,CLASSIC,9,2315,"51.48512191,-0.174971902","51.474665,-0.18316517",19.0,6.0
286,20250131,2678,200060,CLASSIC,18,2315,"51.50935171,-0.14744969","51.487196,-0.179369",35.0,17.0
287,20250131,200156,200213,CLASSIC,6,2315,"51.527152,-0.058005","51.52868155,-0.065550321",10.0,2.0
288,20250131,3485,200064,CLASSIC,24,2315,"51.50088934,-0.083159352","51.535678,-0.062546",45.0,25.0
289,20250131,3485,200064,CLASSIC,24,2315,"51.50088934,-0.083159352","51.535678,-0.062546",45.0,25.0
290,20250131,1163,1058,CLASSIC,20,2316,"51.51251523,-0.133201961","51.519968,-0.169774",28.0,13.0
291,20250131,3492,300010,CLASSIC,25,2314,"51.466907,-0.216573","51.47518024,-0.167160736",32.0,20.0
292,20250131,200120,300053,PBSC_EBIKE,6,2314,"51.46489445,-0.17302926","51.46822047,-0.190346493",15.0,7.0
293,20250131,300053,3495,PBSC_EBIKE,28,2314,"51.46822047,-0.190346493","51.51734403,-0.138072691",47.0,31.0
294,20250131,300249,200137,PBSC_EBIKE,15,2314,"51.501513,-0.12382322","51.477839,-0.116493",28.0,15.0
295,20250131,3492,300010,CLASSIC,24,2314,"51.466907,-0.216573","51.47518024,-0.167160736",32.0,20.0
296,20250131,200063,300078,CLASSIC,3,2314,"51.45682071,-0.202802098","51.46079243,-0.212607684",8.0,6.0
297,20250131,1080,200123,PBSC_EBIKE,10,2314,"51.51048489,-0.082989638","51.516196,-0.029138",32.0,16.0
298,20250131,200197,200215,CLASSIC,4,2314,"51.49021762,-0.215087092","51.48606206,-0.214428378",10.0,3.0
299,20250131,963,1219,CLASSIC,5,2314,"51.50581776,-0.100186337","51.5001394,-0.1139359999999953",18.0,5.0
300,20250131,200142,200098,CLASSIC,10,2314,"51.493267,-0.21985","51.48102131,-0.209973497",17.0,11.0
301,20250131,3492,300010,CLASSIC,24,2314,"51.466907,-0.216573","51.47518024,-0.167160736",32.0,20.0
302,20250131,300031,300027,CLASSIC,30,2313,"51.53638435,-0.102757578","51.52059714,-0.032566533",38.0,27.0
303,20250131,300227,300226,CLASSIC,2,2313,"51.546805,-0.01469126","51.544909,-0.0205426",7.0,1.0
304,20250131,3461,3459,CLASSIC,5,2313,"51.4931848,-0.167894973","51.4916156,-0.186753859",16.0,5.0
305,20250131,200250,1062,CLASSIC,17,2313,"51.520893,-0.051394","51.51423368,-0.073537654",12.0,6.0
306,20250131,964,972,PBSC_EBIKE,14,2313,"51.52589324,-0.090847761","51.52554222,-0.138231303",27.0,20.0
307,20250131,1012,989,CLASSIC,6,2313,"51.52128377,-0.084605692","51.53089041,-0.089782579",14.0,6.0
308,20250131,964,3448,CLASSIC,18,2312,"51.52589324,-0.090847761","51.50069361,-0.102091246",34.0,14.0
309,20250131,1169,1218,PBSC_EBIKE,6,2312,"51.50135267,-0.153194766","51.48802358,-0.166878535",14.0,8.0
310,20250131,3451,200190,CLASSIC,18,2312,"51.5118973,-0.137043852","51.47761941,-0.149551631",39.0,18.0
311,20250131,1036,2589,PBSC_EBIKE,14,2312,"51.52026,-0.157183945","51.51108452,-0.197524944",22.0,14.0
312,20250131,1161,200020,CLASSIC,8,2312,"51.518908,-0.079249","51.511088,-0.057159",21.0,8.0
313,20250131,1036,2589,CLASSIC,14,2312,"51.52026,-0.157183945","51.51108452,-0.197524944",22.0,14.0
314,20250131,1165,3465,CLASSIC,10,2312,"51.482362,-0.13612398","51.49395092,-0.147624377",18.0,12.0
315,20250131,1052,1208,PBSC_EBIKE,16,2312,"51.51563144,-0.132328837","51.49679128,-0.093913472",36.0,19.0
316,20250131,200149,1077,CLASSIC,5,2312,"51.511542,-0.056667","51.518675,-0.06111",13.0,5.0
317,20250131,1032,1068,CLASSIC,2,2312,"51.52452699,-0.079248081","51.52111369,-0.078869751",7.0,2.0
318,20250131,964,1095,CLASSIC,19,2312,"51.52589324,-0.090847761","51.49874469,-0.103132904",32.0,15.0
319,20250131,1032,200127,PBSC_EBIKE,22,2313,"51.52452699,-0.079248081","51.509474,-0.002275",39.0,29.0
320,20250131,300214,2587,PBSC_EBIKE,8,2311,"51.505461,-0.10454093","51.51615461,-0.082422399",24.0,10.0
321,20250131,3491,1127,CLASSIC,34,2311,"51.5134891,-0.191351186","51.5333196,-0.1117811999999958",42.0,29.0
322,20250131,1065,3433,CLASSIC,3,2311,"51.5208417,-0.097340162","51.52486887,-0.099489485",7.0,3.0
323,20250131,3430,200155,CLASSIC,16,2311,"51.515231,-0.07015","51.541515,-0.038557746",35.0,19.0
324,20250131,3489,200073,PBSC_EBIKE,19,2311,"51.5136846,-0.135580879","51.522561,-0.054883",31.0,29.0
325,20250131,200042,200037,CLASSIC,6,2311,"51.528936,-0.055894","51.518369,-0.043371",10.0,6.0
326,20250131,1018,300009,CLASSIC,11,2311,"51.49960695,-0.197574246","51.48180515,-0.18027465",17.0,13.0
327,20250131,3451,200190,CLASSIC,18,2311,"51.5118973,-0.137043852","51.47761941,-0.149551631",38.0,18.0
328,20250131,964,1225,PBSC_EBIKE,33,2311,"51.52589324,-0.090847761","51.517703,-0.154106",37.0,24.0
329,20250131,300243,200026,PBSC_EBIKE,5,2311,"51.5346677396,-0.125078652873","51.539099,-0.141728",13.0,6.0
330,20250131,300025,200133,CLASSIC,10,2311,"51.49824168,-0.117495865","51.481747,-0.124642",16.0,8.0
331,20250131,200248,1040,CLASSIC,12,2310,"51.53213,-0.08299","51.51821864,-0.100791005",29.0,9.0
332,20250131,200235,300019,CLASSIC,13,2310,"51.485743,-0.223616","51.464786,-0.215618902",18.0,11.0
333,20250131,200248,1040,CLASSIC,12,2310,"51.53213,-0.08299","51.51821864,-0.100791005",29.0,9.0
334,20250131,3432,3426,CLASSIC,20,2310,"51.52352001,-0.108340165","51.539834,-0.062806212",36.0,20.0
335,20250131,200250,1062,CLASSIC,21,2310,"51.520893,-0.051394","51.51423368,-0.073537654",12.0,6.0
336,20250131,964,1225,PBSC_EBIKE,34,2310,"51.52589324,-0.090847761","51.517703,-0.154106",37.0,24.0
337,20250131,300244,300057,CLASSIC,2,2311,"51.520509,-0.20080483","51.51787005,-0.201005397",7.0,1.0
338,20250131,964,1225,PBSC_EBIKE,33,2311,"51.52589324,-0.090847761","51.517703,-0.154106",37.0,24.0
339,20250131,200152,1054,CLASSIC,5,2309,"51.53558,-0.08249","51.52867339,-0.087459376",14.0,3.0
340,20250131,10630,1107,CLASSIC,13,2309,"51.51689296,-0.158249929","51.49418566,-0.18267094",29.0,16.0
341,20250131,1133,300229,CLASSIC,18,2309,"51.50144456,-0.110699309","51.469202,-0.11902256",28.0,17.0
342,20250131,200250,1062,CLASSIC,22,2309,"51.520893,-0.051394","51.51423368,-0.073537654",12.0,6.0
343,20250131,200105,3428,CLASSIC,3,2309,"51.541603,-0.138853","51.5341235,-0.129386874",8.0,5.0
344,20250131,2589,200136,CLASSIC,11,2309,"51.51108452,-0.197524944","51.514767,-0.225787",24.0,13.0
345,20250131,10630,200105,CLASSIC,15,2309,"51.51689296,-0.158249929","51.541603,-0.138853",23.0,20.0
346,20250131,200201,300014,CLASSIC,10,2309,"51.47696496,-0.174347066","51.46663393,-0.169821175",18.0,4.0
347,20250131,300014,300010,CLASSIC,4,2309,"51.46663393,-0.169821175","51.47518024,-0.167160736",11.0,5.0
348,20250131,1182,300023,PBSC_EBIKE,3,2310,"51.50935342,-0.196422","51.51632095,-0.202608612",16.0,3.0
349,20250131,2660,1029,CLASSIC,18,2310,"51.51310333,-0.13121385","51.52915444,-0.093421615",35.0,22.0
350,20250131,200182,1096,PBSC_EBIKE,24,2308,"51.48373225,-0.223852256","51.511933,-0.174411",37.0,27.0
351,20250131,1068,1002,PBSC_EBIKE,26,2308,"51.52111369,-0.078869751","51.49705603,-0.168917077",44.0,33.0
352,20250131,300242,10629,CLASSIC,41,2308,"51.496863,-0.1429434","51.499169,-0.055846029",34.0,31.0
353,20250131,200156,22174,CLASSIC,3,2308,"51.527152,-0.058005","51.525645,-0.069543",8.0,3.0
354,20250131,983,1027,PBSC_EBIKE,37,2307,"51.5262363,-0.134407652","51.52334476,-0.183846408",27.0,23.0
355,20250131,300031,200006,PBSC_EBIKE,32,2307,"51.53638435,-0.102757578","51.533283,-0.028155",46.0,25.0
356,20250131,200197,200215,CLASSIC,4,2307,"51.49021762,-0.215087092","51.48606206,-0.214428378",10.0,3.0
357,20250131,1008,200016,PBSC_EBIKE,13,2308,"51.5216612,-0.109006325","51.542138,-0.145393",34.0,15.0
358,20250131,996,300214,CLASSIC,20,2306,"51.50069491,-0.094524319","51.505461,-0.10454093",16.0,4.0
359,20250131,972,2686,CLASSIC,10,2306,"51.52554222,-0.138231303","51.536264,-0.133952",13.0,5.0
360,20250131,1067,1037,PBSC_EBIKE,8,2306,"51.50742485,-0.134621209","51.5100172,-0.157275636",16.0,10.0
361,20250131,300062,300253,PBSC_EBIKE,7,2306,"51.488067,-0.057774596","51.497995,-0.063471392",18.0,5.0
362,20250131,1009,200058,CLASSIC,5,2305,"51.52505093,-0.131161087","51.531066,-0.11934",16.0,5.0
363,20250131,22165,200243,CLASSIC,7,2305,"51.50623,-0.02296","51.496454,-0.009506",20.0,9.0
364,20250131,2633,200181,CLASSIC,8,2305,"51.50860544,-0.193764092","51.50035306,-0.217515071",19.0,8.0
365,20250131,200166,3492,CLASSIC,12,2306,"51.494499,-0.228188","51.466907,-0.216573",29.0,18.0
366,20250131,2692,200159,CLASSIC,29,2306,"51.50391973,-0.11342629","51.531864,-0.066035",46.0,23.0
367,20250131,2692,2696,CLASSIC,0,2305,"51.50391973,-0.11342629","51.50402794,-0.11386436",0.0,0.0
368,20250131,1123,1011,CLASSIC,6,2305,"51.51760685,-0.121328408","51.529416,-0.1239443999999991",20.0,9.0
369,20250131,200210,300010,CLASSIC,2,2305,"51.47768469,-0.170329317","51.47518024,-0.167160736",7.0,3.0
370,20250131,200097,200029,CLASSIC,4,2304,"51.48814438,-0.222456468","51.4768851,-0.215895601",9.0,8.0
371,20250131,200034,200025,CLASSIC,20,2304,"51.504749,-0.057544","51.54119,-0.058826101",34.0,16.0
372,20250131,200172,200035,CLASSIC,6,2304,"51.50748124,-0.205535908","51.510101,-0.211358",9.0,2.0
373,20250131,200129,2667,PBSC_EBIKE,20,2304,"51.53639219,-0.112721065","51.500845,-0.074704305",38.0,24.0
374,20250131,200025,1105,CLASSIC,15,2304,"51.54119,-0.058826101","51.51492456,-0.066078037",27.0,12.0
375,20250131,1145,200159,CLASSIC,22,2303,"51.51615,-0.1284176999999999","51.531864,-0.066035",37.0,25.0
376,20250131,1008,3500,CLASSIC,10,2303,"51.5216612,-0.109006325","51.52702563,-0.088542771",17.0,10.0
377,20250131,200025,1105,CLASSIC,16,2303,"51.54119,-0.058826101","51.51492456,-0.066078037",27.0,12.0
378,20250131,200141,1041,CLASSIC,17,2303,"51.509158,-0.224103","51.51552971,-0.190240716",21.0,13.0
379,20250131,1171,3445,CLASSIC,10,2303,"51.518154,-0.062697","51.5263778,-0.078130921",19.0,7.0
380,20250131,300014,200201,CLASSIC,5,2303,"51.46663393,-0.169821175","51.47696496,-0.174347066",18.0,5.0
381,20250131,10627,1030,CLASSIC,8,2303,"51.51217033,-0.150481272","51.52644828,-0.172190727",19.0,10.0
382,20250131,1072,2637,CLASSIC,13,2304,"51.50379168,-0.11282408","51.49785559,-0.081608045",21.0,11.0
383,20250131,1171,3445,CLASSIC,11,2302,"51.518154,-0.062697","51.5263778,-0.078130921",19.0,7.0
384,20250131,22166,200256,PBSC_EBIKE,18,2302,"51.51328,-0.047784","51.511066,-0.053558",10.0,2.0
385,20250131,200250,1105,CLASSIC,6,2302,"51.520893,-0.051394","51.51492456,-0.066078037",13.0,6.0
386,20250131,300054,300014,CLASSIC,13,2302,"51.47569809,-0.20587627","51.46663393,-0.169821175",40.0,15.0
387,20250131,200151,200159,CLASSIC,2,2302,"51.531091,-0.075901","51.531864,-0.066035",12.0,3.0
388,20250131,1153,200045,PBSC_EBIKE,27,2302,"51.50777049,-0.130699733","51.508447,-0.055167",40.0,21.0
389,20250131,200240,200223,PBSC_EBIKE,8,2302,"51.464019,-0.11578197","51.48267821,-0.117661574",19.0,10.0
390,20250131,300083,200021,PBSC_EBIKE,12,2302,"51.50630441,-0.087262995","51.504719,-0.063531",27.0,11.0
391,20250131,300091,300089,CLASSIC,11,2302,"51.48176572,-0.185273723","51.48796408,-0.161765173",15.0,7.0
392,20250131,200061,300007,CLASSIC,4,2303,"51.506256,-0.218337","51.509224,-0.216016",10.0,2.0
393,20250131,1004,3494,CLASSIC,10,2303,"51.5288338,-0.132250369","51.51918144,-0.140485596",22.0,9.0
394,20250131,200005,300235,CLASSIC,22,2301,"51.519167,-0.147983","51.541596,-0.12544145",35.0,17.0
395,20250131,300091,300089,CLASSIC,13,2301,"51.48176572,-0.185273723","51.48796408,-0.161765173",15.0,7.0
396,20250131,22180,997,PBSC_EBIKE,7,2302,"51.51397065,-0.09294031","51.521668,-0.079608554",17.0,8.0
397,20250131,300243,300241,CLASSIC,1,2302,"51.5346677396,-0.125078652873","51.5372406,-0.1248074000000087",5.0,1.0
398,20250131,1133,1189,CLASSIC,8,2300,"51.50144456,-0.110699309","51.49907558,-0.085666316",16.0,8.0
399,20250131,2680,3452,PBSC_EBIKE,22,2300,"51.5173721,-0.1642075","51.50963938,-0.131510949",25.0,17.0
400,20250131,22165,200099,CLASSIC,9620,2300,"51.50623,-0.02296","51.503083,-0.017676",9.0,2.0
401,20250131,22171,979,CLASSIC,10,2300,"51.51824,-0.11655","51.53099181,-0.093903825",30.0,14.0
402,20250131,1019,300212,CLASSIC,2,2300,"51.52728093,-0.11829517","51.5301998755,-0.122299440803",6.0,1.0
403,20250131,22179,1058,CLASSIC,15,2259,"51.499917,-0.174554","51.519968,-0.169774",29.0,11.0
404,20250131,200006,200159,CLASSIC,16,2259,"51.533283,-0.028155","51.531864,-0.066035",33.0,11.0
405,20250131,1033,1166,CLASSIC,7,2259,"51.52058381,-0.154701411","51.52202903,-0.165842551",16.0,4.0
406,20250131,974,3457,CLASSIC,27,2259,"51.52334672,-0.120202614","51.49582705,-0.13547809",42.0,17.0
407,20250131,974,3457,CLASSIC,27,2259,"51.52334672,-0.120202614","51.49582705,-0.13547809",42.0,17.0
408,20250131,22171,979,CLASSIC,11,2259,"51.51824,-0.11655","51.53099181,-0.093903825",31.0,14.0
409,20250131,200246,1129,PBSC_EBIKE,9,2258,"51.53356,-0.09315","51.520009,-0.083935724",20.0,7.0
410,20250131,200094,1064,CLASSIC,9,2258,"51.51505991,-0.10534448","51.525615,-0.0885326000000077",26.0,8.0
411,20250131,300010,300206,CLASSIC,23,2258,"51.47518024,-0.167160736","51.460232,-0.11537509",37.0,21.0
412,20250131,981,1052,CLASSIC,4,2258,"51.51908011,-0.124678402","51.51563144,-0.132328837",11.0,3.0
413,20250131,200246,1129,CLASSIC,8,2258,"51.53356,-0.09315","51.520009,-0.083935724",20.0,7.0
414,20250131,960,3467,CLASSIC,9,2258,"51.50462759,-0.091773776","51.5097860151,-0.0681619805156",24.0,11.0
415,20250131,200016,200032,CLASSIC,35,2258,"51.542138,-0.145393","51.483145,-0.113134",41.0,36.0
416,20250131,200016,200032,CLASSIC,34,2258,"51.542138,-0.145393","51.483145,-0.113134",41.0,36.0
417,20250131,200183,200173,CLASSIC,5,2258,"51.4795017,-0.141770709","51.4729184,-0.132102704",15.0,4.0
418,20250131,300047,300051,CLASSIC,22,2258,"51.47505096,-0.150908371","51.46517078,-0.18038939",14.0,13.0
419,20250131,984,1049,CLASSIC,7,2257,"51.51707521,-0.086685542","51.52600832,-0.096317627",21.0,5.0
420,20250131,1090,1052,CLASSIC,4,2257,"51.52443845,-0.138019439","51.51563144,-0.132328837",14.0,4.0
421,20250131,1145,979,CLASSIC,10,2257,"51.51615,-0.1284176999999999","51.53099181,-0.093903825",30.0,19.0
422,20250131,200198,200110,PBSC_EBIKE,5,2257,"51.520331,-0.163667","51.51616,-0.18697",15.0,11.0
423,20250131,200012,200102,CLASSIC,4,2257,"51.521889,-0.04667","51.521564,-0.039264",6.0,2.0
424,20250131,1216,1007,CLASSIC,18,2256,"51.50029631,-0.092762704","51.51477076,-0.12221963",29.0,14.0
425,20250131,1228,200132,CLASSIC,11,2256,"51.51070161,-0.121723604","51.49605,-0.104193",23.0,12.0
426,20250131,200026,200105,CLASSIC,2,2256,"51.539099,-0.141728","51.541603,-0.138853",4.0,2.0
427,20250131,1026,999,PBSC_EBIKE,6,2256,"51.52295439,-0.094934859","51.51155322,-0.0929401",16.0,7.0
428,20250131,1179,1183,CLASSIC,9,2256,"51.49066456,-0.166485083","51.49016361,-0.19039362",19.0,8.0
429,20250131,2669,200159,PBSC_EBIKE,17,2256,"51.51953043,-0.13577731","51.531864,-0.066035",44.0,26.0
430,20250131,300052,1155,CLASSIC,22,2255,"51.475089,-0.201968","51.49206037,-0.132224622",35.0,24.0
431,20250131,972,3504,CLASSIC,6,2255,"51.52554222,-0.138231303","51.51352755,-0.130110822",12.0,7.0
432,20250131,1203,1036,CLASSIC,7,2255,"51.51641749,-0.179135079","51.52026,-0.157183945",18.0,8.0
433,20250131,1090,200129,CLASSIC,12,2255,"51.52443845,-0.138019439","51.53639219,-0.112721065",27.0,12.0
434,20250131,200132,3448,CLASSIC,3,2255,"51.49605,-0.104193","51.50069361,-0.102091246",12.0,4.0
435,20250131,300083,300024,PBSC_EBIKE,14,2254,"51.50630441,-0.087262995","51.53658514,-0.075885686",35.0,20.0
436,20250131,200197,200235,CLASSIC,4,2254,"51.49021762,-0.215087092","51.485743,-0.223616",14.0,3.0
437,20250131,3463,200166,CLASSIC,8,2254,"51.50040123,-0.195455928","51.494499,-0.228188",22.0,13.0
438,20250131,1002,972,CLASSIC,34,2254,"51.49705603,-0.168917077","51.52554222,-0.138231303",30.0,28.0
439,20250131,3479,3459,CLASSIC,21,2254,"51.49094565,-0.181190899","51.4916156,-0.186753859",6.0,1.0
440,20250131,1043,986,CLASSIC,6,2253,"51.51782144,-0.096496865","51.52671796,-0.104298194",11.0,6.0
441,20250131,1049,200071,PBSC_EBIKE,5,2253,"51.52600832,-0.096317627","51.52959,-0.0801",17.0,6.0
442,20250131,10630,200017,CLASSIC,5,2253,"51.51689296,-0.158249929","51.511654,-0.179668",20.0,8.0
443,20250131,1085,300092,CLASSIC,29,2253,"51.51457763,-0.158264483","51.53727795,-0.079201849",46.0,31.0
444,20250131,966,960,CLASSIC,6,2253,"51.49443626,-0.092921165","51.50462759,-0.091773776",17.0,7.0
445,20250131,1002,972,CLASSIC,35,2253,"51.49705603,-0.168917077","51.52554222,-0.138231303",30.0,28.0
446,20250131,200210,200059,CLASSIC,18,2253,"51.47768469,-0.170329317","51.48810829,-0.22660621",43.0,21.0
447,20250131,1085,200152,CLASSIC,28,2253,"51.51457763,-0.158264483","51.53558,-0.08249",48.0,28.0
448,20250131,1180,300091,CLASSIC,11,2254,"51.490959,-0.1532331","51.48176572,-0.185273723",18.0,10.0
449,20250131,3502,200025,CLASSIC,9,2252,"51.526293,-0.073955","51.54119,-0.058826101",24.0,7.0
450,20250131,200246,300081,CLASSIC,13,2252,"51.53356,-0.09315","51.53932857,-0.074284675",21.0,9.0
451,20250131,300052,200215,CLASSIC,7,2252,"51.475089,-0.201968","51.48606206,-0.214428378",23.0,7.0
452,20250131,2701,300048,CLASSIC,28,2253,"51.528187,-0.075375","51.51542791,-0.02356501",37.0,19.0
453,20250131,1073,200194,CLASSIC,8,2253,"51.48478899,-0.110683213","51.47073264,-0.126994068",15.0,9.0
454,20250131,3436,1107,CLASSIC,7,2251,"51.50136494,-0.191462381","51.49418566,-0.18267094",10.0,5.0
455,20250131,200163,200003,CLASSIC,22,2251,"51.5034,-0.0202423000000067","51.52388,-0.065076",27.0,20.0
456,20250131,1083,997,CLASSIC,2,2252,"51.52127071,-0.0755789","51.521668,-0.079608554",6.0,1.0
457,20250131,200241,200014,PBSC_EBIKE,4,2250,"51.53341,-0.049591815","51.535179,-0.03338",18.0,4.0
458,20250131,200197,200215,CLASSIC,3,2250,"51.49021762,-0.215087092","51.48606206,-0.214428378",10.0,3.0
459,20250131,22174,200241,CLASSIC,7,2250,"51.525645,-0.069543","51.53341,-0.049591815",20.0,7.0
460,20250131,200121,200016,PBSC_EBIKE,27,2250,"51.53908372,-0.070329419","51.542138,-0.145393",41.0,29.0
461,20250131,10630,200017,CLASSIC,9,2250,"51.51689296,-0.158249929","51.511654,-0.179668",25.0,8.0
462,20250131,10630,200017,CLASSIC,8,2251,"51.51689296,-0.158249929","51.511654,-0.179668",25.0,8.0
463,20250131,3465,1165,CLASSIC,13,2249,"51.49395092,-0.147624377","51.482362,-0.13612398",24.0,12.0
464,20250131,1170,1160,CLASSIC,8,2249,"51.49481649,-0.13045856","51.50810309,-0.12602103",18.0,8.0
465,20250131,1045,2696,CLASSIC,19,2249,"51.51340693,-0.076793375","51.50402794,-0.11386436",32.0,14.0
466,20250131,1118,1078,CLASSIC,5,2249,"51.49217002,-0.101536865","51.49488108,-0.117974901",14.0,6.0
467,20250131,1158,2637,CLASSIC,24,2249,"51.50908747,-0.129697889","51.49785559,-0.081608045",31.0,19.0
468,20250131,200068,1142,CLASSIC,13,2249,"51.509943,-0.117619","51.5034938,-0.07962099",30.0,15.0
469,20250131,3494,1175,PBSC_EBIKE,11,2249,"51.51918144,-0.140485596","51.52505151,-0.166304359",25.0,9.0
470,20250131,1207,974,CLASSIC,8,2250,"51.51196803,-0.120718759","51.52334672,-0.120202614",20.0,7.0
