"Start date","Start station number","End station number","Bike model","Total duration (m)","New Start date","Start time","start_coordinates","end_coordinates"
"2025-01-31 23:24",200052,10625,"PBSC_EBIKE",12,"20250523","2324","51.495947,-0.17368958","51.52289229,-0.171681991"
"2025-01-31 23:24",1072,200248,"CLASSIC",17,"20250523","2324","51.50379168,-0.11282408","51.53213,-0.08299"
"2025-01-31 23:24",3476,1009,"PBSC_EBIKE",8,"20250523","2324","51.51681444,-0.151926305","51.52505093,-0.131161087"
"2025-01-31 23:23",3459,300038,"CLASSIC",9,"20250523","2323","51.4916156,-0.186753859","51.48724429,-0.205279052"
"2025-01-31 23:23",3420,3454,"CLASSIC",4,"20250523","2323","51.49313,-0.156876","51.49358391,-0.165101392"
"2025-01-31 23:23",1171,200254,"PBSC_EBIKE",18,"20250523","2323","51.518154,-0.062697","51.518811,-0.011662"
"2025-01-31 23:23",1173,1187,"CLASSIC",13,"20250523","2323","51.51791921,-0.188098863","51.5272947,-0.174653609"
"2025-01-31 23:23",300045,200185,"CLASSIC",7,"20250523","2323","51.47439218,-0.163347594","51.46239255,-0.16829214"
"2025-01-31 23:23",1158,200211,"CLASSIC",23,"20250523","2323","51.50908747,-0.129697889","51.472993,-0.133972"
"2025-01-31 23:23",300068,200237,"CLASSIC",6,"20250523","2323","51.48321729,-0.211860644","51.472817,-0.199783"
"2025-01-31 23:23",1158,200211,"CLASSIC",22,"20250523","2323","51.50908747,-0.129697889","51.472993,-0.133972"
"2025-01-31 23:23",200135,300081,"CLASSIC",10,"20250523","2323","51.521905,-0.063386","51.53932857,-0.074284675"
"2025-01-31 23:23",3494,200020,"CLASSIC",27,"20250523","2323","51.51918144,-0.140485596","51.511088,-0.057159"
"2025-01-31 23:24",200133,300089,"CLASSIC",19,"20250523","2324","51.481747,-0.124642","51.48796408,-0.161765173"
"2025-01-31 23:24",200136,1137,"CLASSIC",43,"20250523","2324","51.514767,-0.225787","51.49859784,-0.096191134"
"2025-01-31 23:22",1187,1180,"CLASSIC",18,"20250523","2322","51.5272947,-0.174653609","51.490959,-0.1532331"
"2025-01-31 23:22",2662,2696,"CLASSIC",6,"20250523","2322","51.49782999,-0.135440826","51.50402794,-0.11386436"
"2025-01-31 23:22",989,200213,"PBSC_EBIKE",12,"20250523","2322","51.53089041,-0.089782579","51.52868155,-0.065550321"
"2025-01-31 23:22",1062,1105,"CLASSIC",2,"20250523","2322","51.51423368,-0.073537654","51.51492456,-0.066078037"
"2025-01-31 23:23",1052,989,"PBSC_EBIKE",13,"20250523","2323","51.51563144,-0.132328837","51.53089041,-0.089782579"
"2025-01-31 23:21",1012,1131,"CLASSIC",10,"20250523","2321","51.52128377,-0.084605692","51.53266186,-0.099981142"
"2025-01-31 23:21",3451,1151,"PBSC_EBIKE",7,"20250523","2321","51.5118973,-0.137043852","51.50654321,-0.123179697"
"2025-01-31 23:21",300232,1137,"CLASSIC",19,"20250523","2321","51.4813354746,-0.138212295869","51.49859784,-0.096191134"
"2025-01-31 23:21",300232,1137,"CLASSIC",19,"20250523","2321","51.4813354746,-0.138212295869","51.49859784,-0.096191134"
"2025-01-31 23:20",3504,1150,"CLASSIC",31,"20250523","2320","51.51352755,-0.130110822","51.51031,-0.18740235"
"2025-01-31 23:20",200193,200112,"CLASSIC",41,"20250523","2320","51.50215353,-0.083632928","51.54211855,-0.028941601"
"2025-01-31 23:20",3504,1150,"CLASSIC",31,"20250523","2320","51.51352755,-0.130110822","51.51031,-0.18740235"
"2025-01-31 23:20",1124,300005,"CLASSIC",6,"20250523","2320","51.49121192,-0.173715911","51.47729232,-0.16478637"
"2025-01-31 23:20",300203,3477,"CLASSIC",15,"20250523","2320","51.527068,-0.13186102","51.5147461,-0.1651640000000043"
"2025-01-31 23:20",1210,300051,"CLASSIC",18,"20250523","2320","51.49334336,-0.194757949","51.46517078,-0.18038939"
"2025-01-31 23:20",300032,1002,"CLASSIC",1,"20250523","2320","51.495898,-0.173009","51.49705603,-0.168917077"
"2025-01-31 23:21",1011,22177,"CLASSIC",25,"20250523","2321","51.529416,-0.1239443999999991","51.513074,-0.064094"
"2025-01-31 23:19",3465,3487,"PBSC_EBIKE",14,"20250523","2319","51.49395092,-0.147624377","51.50658458,-0.199004026"
"2025-01-31 23:19",1098,200033,"CLASSIC",14,"20250523","2319","51.50930161,-0.084985356","51.515256,-0.058641"
"2025-01-31 23:19",300031,1171,"CLASSIC",17,"20250523","2319","51.53638435,-0.102757578","51.518154,-0.062697"
"2025-01-31 23:19",300031,1171,"CLASSIC",17,"20250523","2319","51.53638435,-0.102757578","51.518154,-0.062697"
"2025-01-31 23:19",1094,1134,"CLASSIC",3,"20250523","2319","51.50039792,-0.193068385","51.49671237,-0.20528437"
"2025-01-31 23:18",3458,1203,"PBSC_EBIKE",14,"20250523","2318","51.50663341,-0.131773845","51.51641749,-0.179135079"
"2025-01-31 23:18",22178,1062,"CLASSIC",20,"20250523","2318","51.513757,-0.020467","51.51423368,-0.073537654"
"2025-01-31 23:18",300093,1112,"CLASSIC",12,"20250523","2318","51.50542628,-0.150817316","51.5165179,-0.164393768"
"2025-01-31 23:18",3489,3451,"CLASSIC",1,"20250523","2318","51.5136846,-0.135580879","51.5118973,-0.137043852"
"2025-01-31 23:18",1129,300024,"PBSC_EBIKE",7,"20250523","2318","51.520009,-0.083935724","51.53658514,-0.075885686"
"2025-01-31 23:18",1161,300083,"PBSC_EBIKE",5,"20250523","2318","51.518908,-0.079249","51.50630441,-0.087262995"
"2025-01-31 23:19",1080,200151,"CLASSIC",14,"20250523","2319","51.51048489,-0.082989638","51.531091,-0.075901"
"2025-01-31 23:17",200115,300083,"CLASSIC",39,"20250523","2317","51.5128711,-0.0389866","51.50630441,-0.087262995"
"2025-01-31 23:17",200115,300083,"CLASSIC",39,"20250523","2317","51.5128711,-0.0389866","51.50630441,-0.087262995"
"2025-01-31 23:17",3441,300205,"PBSC_EBIKE",20,"20250523","2317","51.50472376,-0.192538767","51.528279,-0.11955857"
"2025-01-31 23:18",1064,200246,"CLASSIC",4,"20250523","2318","51.525615,-0.0885326000000077","51.53356,-0.09315"
"2025-01-31 23:16",1037,1178,"CLASSIC",8,"20250523","2316","51.5100172,-0.157275636","51.515607,-0.183118788"
"2025-01-31 23:16",200238,200027,"PBSC_EBIKE",9,"20250523","2316","51.509303,-0.025996","51.532513,-0.033085"
"2025-01-31 23:16",2660,3481,"PBSC_EBIKE",19,"20250523","2316","51.51310333,-0.13121385","51.49148474,-0.090220911"
"2025-01-31 23:16",2660,200056,"CLASSIC",15,"20250523","2316","51.51310333,-0.13121385","51.488124,-0.120903"
"2025-01-31 23:16",300243,200147,"CLASSIC",31,"20250523","2316","51.5346677396,-0.125078652873","51.514115,-0.033828"
"2025-01-31 23:16",200045,200047,"CLASSIC",7,"20250523","2316","51.508447,-0.055167","51.52568,-0.055312"
"2025-01-31 23:16",200230,200011,"CLASSIC",5,"20250523","2316","51.525501,-0.032267204","51.519265,-0.021345"
"2025-01-31 23:16",997,3427,"CLASSIC",6,"20250523","2316","51.521668,-0.079608554","51.52953709,-0.083353323"
"2025-01-31 23:16",200113,300055,"CLASSIC",31,"20250523","2316","51.46108367,-0.191722864","51.47311696,-0.137235175"
"2025-01-31 23:16",200196,300065,"CLASSIC",6,"20250523","2316","51.47084722,-0.17070367","51.46134382,-0.159322467"
"2025-01-31 23:16",2666,2662,"PBSC_EBIKE",3,"20250523","2316","51.49675303,-0.138733562","51.49782999,-0.135440826"
"2025-01-31 23:15",1183,1033,"PBSC_EBIKE",24,"20250523","2315","51.49016361,-0.19039362","51.52058381,-0.154701411"
"2025-01-31 23:15",1009,22169,"CLASSIC",9,"20250523","2315","51.52505093,-0.131161087","51.524564,-0.116279"
"2025-01-31 23:15",10624,1093,"CLASSIC",21,"20250523","2315","51.493146,-0.099828","51.48894022,-0.111435796"
"2025-01-31 23:15",1075,200017,"CLASSIC",75,"20250523","2315","51.50311799,-0.153520935","51.511654,-0.179668"
"2025-01-31 23:15",1183,1033,"CLASSIC",24,"20250523","2315","51.49016361,-0.19039362","51.52058381,-0.154701411"
"2025-01-31 23:15",300249,200137,"PBSC_EBIKE",14,"20250523","2315","51.501513,-0.12382322","51.477839,-0.116493"
"2025-01-31 23:15",300058,300070,"CLASSIC",9,"20250523","2315","51.48512191,-0.174971902","51.474665,-0.18316517"
"2025-01-31 23:15",2678,200060,"CLASSIC",18,"20250523","2315","51.50935171,-0.14744969","51.487196,-0.179369"
"2025-01-31 23:15",200156,200213,"CLASSIC",6,"20250523","2315","51.527152,-0.058005","51.52868155,-0.065550321"
"2025-01-31 23:15",3485,200064,"CLASSIC",24,"20250523","2315","51.50088934,-0.083159352","51.535678,-0.062546"
"2025-01-31 23:15",3485,200064,"CLASSIC",24,"20250523","2315","51.50088934,-0.083159352","51.535678,-0.062546"
"2025-01-31 23:16",1163,1058,"CLASSIC",20,"20250523","2316","51.51251523,-0.133201961","51.519968,-0.169774"
"2025-01-31 23:14",3492,300010,"CLASSIC",25,"20250523","2314","51.466907,-0.216573","51.47518024,-0.167160736"
"2025-01-31 23:14",200120,300053,"PBSC_EBIKE",6,"20250523","2314","51.46489445,-0.17302926","51.46822047,-0.190346493"
"2025-01-31 23:14",300053,3495,"PBSC_EBIKE",28,"20250523","2314","51.46822047,-0.190346493","51.51734403,-0.138072691"
"2025-01-31 23:14",300249,200137,"PBSC_EBIKE",15,"20250523","2314","51.501513,-0.12382322","51.477839,-0.116493"
"2025-01-31 23:14",3492,300010,"CLASSIC",24,"20250523","2314","51.466907,-0.216573","51.47518024,-0.167160736"
"2025-01-31 23:14",200063,300078,"CLASSIC",3,"20250523","2314","51.45682071,-0.202802098","51.46079243,-0.212607684"
"2025-01-31 23:14",1080,200123,"PBSC_EBIKE",10,"20250523","2314","51.51048489,-0.082989638","51.516196,-0.029138"
"2025-01-31 23:14",200197,200215,"CLASSIC",4,"20250523","2314","51.49021762,-0.215087092","51.48606206,-0.214428378"
"2025-01-31 23:14",963,1219,"CLASSIC",5,"20250523","2314","51.50581776,-0.100186337","51.5001394,-0.1139359999999953"
"2025-01-31 23:14",200142,200098,"CLASSIC",10,"20250523","2314","51.493267,-0.21985","51.48102131,-0.209973497"
"2025-01-31 23:14",3492,300010,"CLASSIC",24,"20250523","2314","51.466907,-0.216573","51.47518024,-0.167160736"
"2025-01-31 23:13",300031,300027,"CLASSIC",30,"20250523","2313","51.53638435,-0.102757578","51.52059714,-0.032566533"
"2025-01-31 23:13",300227,300226,"CLASSIC",2,"20250523","2313","51.546805,-0.01469126","51.544909,-0.0205426"
"2025-01-31 23:13",3461,3459,"CLASSIC",5,"20250523","2313","51.4931848,-0.167894973","51.4916156,-0.186753859"
"2025-01-31 23:13",200250,1062,"CLASSIC",17,"20250523","2313","51.520893,-0.051394","51.51423368,-0.073537654"
"2025-01-31 23:13",964,972,"PBSC_EBIKE",14,"20250523","2313","51.52589324,-0.090847761","51.52554222,-0.138231303"
"2025-01-31 23:13",1012,989,"CLASSIC",6,"20250523","2313","51.52128377,-0.084605692","51.53089041,-0.089782579"
"2025-01-31 23:12",964,3448,"CLASSIC",18,"20250523","2312","51.52589324,-0.090847761","51.50069361,-0.102091246"
"2025-01-31 23:12",1169,1218,"PBSC_EBIKE",6,"20250523","2312","51.50135267,-0.153194766","51.48802358,-0.166878535"
"2025-01-31 23:12",3451,200190,"CLASSIC",18,"20250523","2312","51.5118973,-0.137043852","51.47761941,-0.149551631"
"2025-01-31 23:12",1036,2589,"PBSC_EBIKE",14,"20250523","2312","51.52026,-0.157183945","51.51108452,-0.197524944"
"2025-01-31 23:12",1161,200020,"CLASSIC",8,"20250523","2312","51.518908,-0.079249","51.511088,-0.057159"
"2025-01-31 23:12",1036,2589,"CLASSIC",14,"20250523","2312","51.52026,-0.157183945","51.51108452,-0.197524944"
"2025-01-31 23:12",1165,3465,"CLASSIC",10,"20250523","2312","51.482362,-0.13612398","51.49395092,-0.147624377"
"2025-01-31 23:12",1052,1208,"PBSC_EBIKE",16,"20250523","2312","51.51563144,-0.132328837","51.49679128,-0.093913472"
"2025-01-31 23:12",200149,1077,"CLASSIC",5,"20250523","2312","51.511542,-0.056667","51.518675,-0.06111"
"2025-01-31 23:12",1032,1068,"CLASSIC",2,"20250523","2312","51.52452699,-0.079248081","51.52111369,-0.078869751"
"2025-01-31 23:12",964,1095,"CLASSIC",19,"20250523","2312","51.52589324,-0.090847761","51.49874469,-0.103132904"
"2025-01-31 23:13",1032,200127,"PBSC_EBIKE",22,"20250523","2313","51.52452699,-0.079248081","51.509474,-0.002275"
"2025-01-31 23:11",300214,2587,"PBSC_EBIKE",8,"20250523","2311","51.505461,-0.10454093","51.51615461,-0.082422399"
"2025-01-31 23:11",3491,1127,"CLASSIC",34,"20250523","2311","51.5134891,-0.191351186","51.5333196,-0.1117811999999958"
"2025-01-31 23:11",1065,3433,"CLASSIC",3,"20250523","2311","51.5208417,-0.097340162","51.52486887,-0.099489485"
"2025-01-31 23:11",3430,200155,"CLASSIC",16,"20250523","2311","51.515231,-0.07015","51.541515,-0.038557746"
"2025-01-31 23:11",3489,200073,"PBSC_EBIKE",19,"20250523","2311","51.5136846,-0.135580879","51.522561,-0.054883"
"2025-01-31 23:11",200042,200037,"CLASSIC",6,"20250523","2311","51.528936,-0.055894","51.518369,-0.043371"
"2025-01-31 23:11",1018,300009,"CLASSIC",11,"20250523","2311","51.49960695,-0.197574246","51.48180515,-0.18027465"
"2025-01-31 23:11",3451,200190,"CLASSIC",18,"20250523","2311","51.5118973,-0.137043852","51.47761941,-0.149551631"
"2025-01-31 23:11",964,1225,"PBSC_EBIKE",33,"20250523","2311","51.52589324,-0.090847761","51.517703,-0.154106"
"2025-01-31 23:11",300243,200026,"PBSC_EBIKE",5,"20250523","2311","51.5346677396,-0.125078652873","51.539099,-0.141728"
"2025-01-31 23:11",300025,200133,"CLASSIC",10,"20250523","2311","51.49824168,-0.117495865","51.481747,-0.124642"
"2025-01-31 23:10",200248,1040,"CLASSIC",12,"20250523","2310","51.53213,-0.08299","51.51821864,-0.100791005"
"2025-01-31 23:10",200235,300019,"CLASSIC",13,"20250523","2310","51.485743,-0.223616","51.464786,-0.215618902"
"2025-01-31 23:10",200248,1040,"CLASSIC",12,"20250523","2310","51.53213,-0.08299","51.51821864,-0.100791005"
"2025-01-31 23:10",3432,3426,"CLASSIC",20,"20250523","2310","51.52352001,-0.108340165","51.539834,-0.062806212"
"2025-01-31 23:10",200250,1062,"CLASSIC",21,"20250523","2310","51.520893,-0.051394","51.51423368,-0.073537654"
"2025-01-31 23:10",964,1225,"PBSC_EBIKE",34,"20250523","2310","51.52589324,-0.090847761","51.517703,-0.154106"
"2025-01-31 23:11",300244,300057,"CLASSIC",2,"20250523","2311","51.520509,-0.20080483","51.51787005,-0.201005397"
"2025-01-31 23:11",964,1225,"PBSC_EBIKE",33,"20250523","2311","51.52589324,-0.090847761","51.517703,-0.154106"
"2025-01-31 23:09",200152,1054,"CLASSIC",5,"20250523","2309","51.53558,-0.08249","51.52867339,-0.087459376"
"2025-01-31 23:09",10630,1107,"CLASSIC",13,"20250523","2309","51.51689296,-0.158249929","51.49418566,-0.18267094"
"2025-01-31 23:09",1133,300229,"CLASSIC",18,"20250523","2309","51.50144456,-0.110699309","51.469202,-0.11902256"
"2025-01-31 23:09",200250,1062,"CLASSIC",22,"20250523","2309","51.520893,-0.051394","51.51423368,-0.073537654"
"2025-01-31 23:09",200105,3428,"CLASSIC",3,"20250523","2309","51.541603,-0.138853","51.5341235,-0.129386874"
"2025-01-31 23:09",2589,200136,"CLASSIC",11,"20250523","2309","51.51108452,-0.197524944","51.514767,-0.225787"
"2025-01-31 23:09",10630,200105,"CLASSIC",15,"20250523","2309","51.51689296,-0.158249929","51.541603,-0.138853"
"2025-01-31 23:09",200201,300014,"CLASSIC",10,"20250523","2309","51.47696496,-0.174347066","51.46663393,-0.169821175"
"2025-01-31 23:09",300014,300010,"CLASSIC",4,"20250523","2309","51.46663393,-0.169821175","51.47518024,-0.167160736"
"2025-01-31 23:10",1182,300023,"PBSC_EBIKE",3,"20250523","2310","51.50935342,-0.196422","51.51632095,-0.202608612"
"2025-01-31 23:10",2660,1029,"CLASSIC",18,"20250523","2310","51.51310333,-0.13121385","51.52915444,-0.093421615"
"2025-01-31 23:08",200182,1096,"PBSC_EBIKE",24,"20250523","2308","51.48373225,-0.223852256","51.511933,-0.174411"
"2025-01-31 23:08",1068,1002,"PBSC_EBIKE",26,"20250523","2308","51.52111369,-0.078869751","51.49705603,-0.168917077"
"2025-01-31 23:08",300242,10629,"CLASSIC",41,"20250523","2308","51.496863,-0.1429434","51.499169,-0.055846029"
"2025-01-31 23:08",200156,22174,"CLASSIC",3,"20250523","2308","51.527152,-0.058005","51.525645,-0.069543"
"2025-01-31 23:07",983,1027,"PBSC_EBIKE",37,"20250523","2307","51.5262363,-0.134407652","51.52334476,-0.183846408"
"2025-01-31 23:07",300031,200006,"PBSC_EBIKE",32,"20250523","2307","51.53638435,-0.102757578","51.533283,-0.028155"
"2025-01-31 23:07",200197,200215,"CLASSIC",4,"20250523","2307","51.49021762,-0.215087092","51.48606206,-0.214428378"
"2025-01-31 23:08",1008,200016,"PBSC_EBIKE",13,"20250523","2308","51.5216612,-0.109006325","51.542138,-0.145393"
"2025-01-31 23:06",996,300214,"CLASSIC",20,"20250523","2306","51.50069491,-0.094524319","51.505461,-0.10454093"
"2025-01-31 23:06",972,2686,"CLASSIC",10,"20250523","2306","51.52554222,-0.138231303","51.536264,-0.133952"
"2025-01-31 23:06",1067,1037,"PBSC_EBIKE",8,"20250523","2306","51.50742485,-0.134621209","51.5100172,-0.157275636"
"2025-01-31 23:06",300062,300253,"PBSC_EBIKE",7,"20250523","2306","51.488067,-0.057774596","51.497995,-0.063471392"
"2025-01-31 23:05",1009,200058,"CLASSIC",5,"20250523","2305","51.52505093,-0.131161087","51.531066,-0.11934"
"2025-01-31 23:05",22165,200243,"CLASSIC",7,"20250523","2305","51.50623,-0.02296","51.496454,-0.009506"
"2025-01-31 23:05",2633,200181,"CLASSIC",8,"20250523","2305","51.50860544,-0.193764092","51.50035306,-0.217515071"
"2025-01-31 23:06",200166,3492,"CLASSIC",12,"20250523","2306","51.494499,-0.228188","51.466907,-0.216573"
"2025-01-31 23:06",2692,200159,"CLASSIC",29,"20250523","2306","51.50391973,-0.11342629","51.531864,-0.066035"
"2025-01-31 23:05",2692,2696,"CLASSIC",0,"20250523","2305","51.50391973,-0.11342629","51.50402794,-0.11386436"
"2025-01-31 23:05",1123,1011,"CLASSIC",6,"20250523","2305","51.51760685,-0.121328408","51.529416,-0.1239443999999991"
"2025-01-31 23:05",200210,300010,"CLASSIC",2,"20250523","2305","51.47768469,-0.170329317","51.47518024,-0.167160736"
"2025-01-31 23:04",200097,200029,"CLASSIC",4,"20250523","2304","51.48814438,-0.222456468","51.4768851,-0.215895601"
"2025-01-31 23:04",200034,200025,"CLASSIC",20,"20250523","2304","51.504749,-0.057544","51.54119,-0.058826101"
"2025-01-31 23:04",200172,200035,"CLASSIC",6,"20250523","2304","51.50748124,-0.205535908","51.510101,-0.211358"
"2025-01-31 23:04",200129,2667,"PBSC_EBIKE",20,"20250523","2304","51.53639219,-0.112721065","51.500845,-0.074704305"
"2025-01-31 23:04",200025,1105,"CLASSIC",15,"20250523","2304","51.54119,-0.058826101","51.51492456,-0.066078037"
"2025-01-31 23:03",1145,200159,"CLASSIC",22,"20250523","2303","51.51615,-0.1284176999999999","51.531864,-0.066035"
"2025-01-31 23:03",1008,3500,"CLASSIC",10,"20250523","2303","51.5216612,-0.109006325","51.52702563,-0.088542771"
"2025-01-31 23:03",200025,1105,"CLASSIC",16,"20250523","2303","51.54119,-0.058826101","51.51492456,-0.066078037"
"2025-01-31 23:03",200141,1041,"CLASSIC",17,"20250523","2303","51.509158,-0.224103","51.51552971,-0.190240716"
"2025-01-31 23:03",1171,3445,"CLASSIC",10,"20250523","2303","51.518154,-0.062697","51.5263778,-0.078130921"
"2025-01-31 23:03",300014,200201,"CLASSIC",5,"20250523","2303","51.46663393,-0.169821175","51.47696496,-0.174347066"
"2025-01-31 23:03",10627,1030,"CLASSIC",8,"20250523","2303","51.51217033,-0.150481272","51.52644828,-0.172190727"
"2025-01-31 23:04",1072,2637,"CLASSIC",13,"20250523","2304","51.50379168,-0.11282408","51.49785559,-0.081608045"
"2025-01-31 23:02",1171,3445,"CLASSIC",11,"20250523","2302","51.518154,-0.062697","51.5263778,-0.078130921"
"2025-01-31 23:02",22166,200256,"PBSC_EBIKE",18,"20250523","2302","51.51328,-0.047784","51.511066,-0.053558"
"2025-01-31 23:02",200250,1105,"CLASSIC",6,"20250523","2302","51.520893,-0.051394","51.51492456,-0.066078037"
"2025-01-31 23:02",300054,300014,"CLASSIC",13,"20250523","2302","51.47569809,-0.20587627","51.46663393,-0.169821175"
"2025-01-31 23:02",200151,200159,"CLASSIC",2,"20250523","2302","51.531091,-0.075901","51.531864,-0.066035"
"2025-01-31 23:02",1153,200045,"PBSC_EBIKE",27,"20250523","2302","51.50777049,-0.130699733","51.508447,-0.055167"
"2025-01-31 23:02",200240,200223,"PBSC_EBIKE",8,"20250523","2302","51.464019,-0.11578197","51.48267821,-0.117661574"
"2025-01-31 23:02",300083,200021,"PBSC_EBIKE",12,"20250523","2302","51.50630441,-0.087262995","51.504719,-0.063531"
"2025-01-31 23:02",300091,300089,"CLASSIC",11,"20250523","2302","51.48176572,-0.185273723","51.48796408,-0.161765173"
"2025-01-31 23:03",200061,300007,"CLASSIC",4,"20250523","2303","51.506256,-0.218337","51.509224,-0.216016"
"2025-01-31 23:03",1004,3494,"CLASSIC",10,"20250523","2303","51.5288338,-0.132250369","51.51918144,-0.140485596"
"2025-01-31 23:01",200005,300235,"CLASSIC",22,"20250523","2301","51.519167,-0.147983","51.541596,-0.12544145"
"2025-01-31 23:01",300091,300089,"CLASSIC",13,"20250523","2301","51.48176572,-0.185273723","51.48796408,-0.161765173"
"2025-01-31 23:02",22180,997,"PBSC_EBIKE",7,"20250523","2302","51.51397065,-0.09294031","51.521668,-0.079608554"
"2025-01-31 23:02",300243,300241,"CLASSIC",1,"20250523","2302","51.5346677396,-0.125078652873","51.5372406,-0.1248074000000087"
"2025-01-31 23:00",1133,1189,"CLASSIC",8,"20250523","2300","51.50144456,-0.110699309","51.49907558,-0.085666316"
"2025-01-31 23:00",2680,3452,"PBSC_EBIKE",22,"20250523","2300","51.5173721,-0.1642075","51.50963938,-0.131510949"
"2025-01-31 23:00",22165,200099,"CLASSIC",9620,"20250523","2300","51.50623,-0.02296","51.503083,-0.017676"
"2025-01-31 23:00",22171,979,"CLASSIC",10,"20250523","2300","51.51824,-0.11655","51.53099181,-0.093903825"
"2025-01-31 23:00",1019,300212,"CLASSIC",2,"20250523","2300","51.52728093,-0.11829517","51.5301998755,-0.122299440803"
"2025-01-31 22:59",22179,1058,"CLASSIC",15,"20250523","2259","51.499917,-0.174554","51.519968,-0.169774"
"2025-01-31 22:59",200006,200159,"CLASSIC",16,"20250523","2259","51.533283,-0.028155","51.531864,-0.066035"
"2025-01-31 22:59",1033,1166,"CLASSIC",7,"20250523","2259","51.52058381,-0.154701411","51.52202903,-0.165842551"
"2025-01-31 22:59",974,3457,"CLASSIC",27,"20250523","2259","51.52334672,-0.120202614","51.49582705,-0.13547809"
"2025-01-31 22:59",974,3457,"CLASSIC",27,"20250523","2259","51.52334672,-0.120202614","51.49582705,-0.13547809"
"2025-01-31 22:59",22171,979,"CLASSIC",11,"20250523","2259","51.51824,-0.11655","51.53099181,-0.093903825"
"2025-01-31 22:58",200246,1129,"PBSC_EBIKE",9,"20250523","2258","51.53356,-0.09315","51.520009,-0.083935724"
"2025-01-31 22:58",200094,1064,"CLASSIC",9,"20250523","2258","51.51505991,-0.10534448","51.525615,-0.0885326000000077"
"2025-01-31 22:58",300010,300206,"CLASSIC",23,"20250523","2258","51.47518024,-0.167160736","51.460232,-0.11537509"
"2025-01-31 22:58",981,1052,"CLASSIC",4,"20250523","2258","51.51908011,-0.124678402","51.51563144,-0.132328837"
"2025-01-31 22:58",200246,1129,"CLASSIC",8,"20250523","2258","51.53356,-0.09315","51.520009,-0.083935724"
"2025-01-31 22:58",960,3467,"CLASSIC",9,"20250523","2258","51.50462759,-0.091773776","51.5097860151,-0.0681619805156"
"2025-01-31 22:58",200016,200032,"CLASSIC",35,"20250523","2258","51.542138,-0.145393","51.483145,-0.113134"
"2025-01-31 22:58",200016,200032,"CLASSIC",34,"20250523","2258","51.542138,-0.145393","51.483145,-0.113134"
"2025-01-31 22:58",200183,200173,"CLASSIC",5,"20250523","2258","51.4795017,-0.141770709","51.4729184,-0.132102704"
"2025-01-31 22:58",300047,300051,"CLASSIC",22,"20250523","2258","51.47505096,-0.150908371","51.46517078,-0.18038939"
"2025-01-31 22:57",984,1049,"CLASSIC",7,"20250523","2257","51.51707521,-0.086685542","51.52600832,-0.096317627"
"2025-01-31 22:57",1090,1052,"CLASSIC",4,"20250523","2257","51.52443845,-0.138019439","51.51563144,-0.132328837"
"2025-01-31 22:57",1145,979,"CLASSIC",10,"20250523","2257","51.51615,-0.1284176999999999","51.53099181,-0.093903825"
"2025-01-31 22:57",200198,200110,"PBSC_EBIKE",5,"20250523","2257","51.520331,-0.163667","51.51616,-0.18697"
"2025-01-31 22:57",200012,200102,"CLASSIC",4,"20250523","2257","51.521889,-0.04667","51.521564,-0.039264"
"2025-01-31 22:56",1216,1007,"CLASSIC",18,"20250523","2256","51.50029631,-0.092762704","51.51477076,-0.12221963"
"2025-01-31 22:56",1228,200132,"CLASSIC",11,"20250523","2256","51.51070161,-0.121723604","51.49605,-0.104193"
"2025-01-31 22:56",200026,200105,"CLASSIC",2,"20250523","2256","51.539099,-0.141728","51.541603,-0.138853"
"2025-01-31 22:56",1026,999,"PBSC_EBIKE",6,"20250523","2256","51.52295439,-0.094934859","51.51155322,-0.0929401"
"2025-01-31 22:56",1179,1183,"CLASSIC",9,"20250523","2256","51.49066456,-0.166485083","51.49016361,-0.19039362"
"2025-01-31 22:56",2669,200159,"PBSC_EBIKE",17,"20250523","2256","51.51953043,-0.13577731","51.531864,-0.066035"
"2025-01-31 22:55",300052,1155,"CLASSIC",22,"20250523","2255","51.475089,-0.201968","51.49206037,-0.132224622"
"2025-01-31 22:55",972,3504,"CLASSIC",6,"20250523","2255","51.52554222,-0.138231303","51.51352755,-0.130110822"
"2025-01-31 22:55",1203,1036,"CLASSIC",7,"20250523","2255","51.51641749,-0.179135079","51.52026,-0.157183945"
"2025-01-31 22:55",1090,200129,"CLASSIC",12,"20250523","2255","51.52443845,-0.138019439","51.53639219,-0.112721065"
"2025-01-31 22:55",200132,3448,"CLASSIC",3,"20250523","2255","51.49605,-0.104193","51.50069361,-0.102091246"
"2025-01-31 22:54",300083,300024,"PBSC_EBIKE",14,"20250523","2254","51.50630441,-0.087262995","51.53658514,-0.075885686"
"2025-01-31 22:54",200197,200235,"CLASSIC",4,"20250523","2254","51.49021762,-0.215087092","51.485743,-0.223616"
"2025-01-31 22:54",3463,200166,"CLASSIC",8,"20250523","2254","51.50040123,-0.195455928","51.494499,-0.228188"
"2025-01-31 22:54",1002,972,"CLASSIC",34,"20250523","2254","51.49705603,-0.168917077","51.52554222,-0.138231303"
"2025-01-31 22:54",3479,3459,"CLASSIC",21,"20250523","2254","51.49094565,-0.181190899","51.4916156,-0.186753859"
"2025-01-31 22:53",1043,986,"CLASSIC",6,"20250523","2253","51.51782144,-0.096496865","51.52671796,-0.104298194"
"2025-01-31 22:53",1049,200071,"PBSC_EBIKE",5,"20250523","2253","51.52600832,-0.096317627","51.52959,-0.0801"
